nl,code
"if _standard_context_processors is None,",if _standard_context_processors is None :
processors is an empty list.,processors = [ ]
collect is an empty list.,collect = [ ]
extend collect list with _builtin_context_processors.,collect . extend ( _builtin_context_processors )
extend collect list with settings.TEMPLATE_CONTEXT_PROCESSORS.,collect . extend ( settings . TEMPLATE_CONTEXT_PROCESSORS )
"for every path in collect,",for path in collect :
"call the function import_string with an argument path, substitute the result for func.",func = import_string ( path )
append func to processors.,processors . append ( func )
"convert processors elements into a tuple, substitute it for _standard_context_processors.",_standard_context_processors = tuple ( processors )
return _standard_context_processors.,return _standard_context_processors
derive the class RequestContext from the Context base class.,class RequestContext ( Context ) :
"define the method __init__ with 7 arguments: self, request, dict_ set to None, processors set to None, current_app set to None,","def __init__ ( self , request , dict_ = None , processors = None , current_app = None , use_l10n = None , use_tz = None ) :"
"use_l10n set to None and use_tz set to None. call the method Context.__init__ with 5 arguments: self, dict_, current_app as current_app, use_l10n as use_l10n, use_tz as use_tz.","Context . __init__ ( self , dict_ , current_app = current_app , use_l10n = use_l10n , use_tz = use_tz )"
"if processors is None,",if processors is None :
processors is an empty tuple.,processors = ( )
"if not,",else :
convert processors into a tuple and substitute it for processors.,processors = tuple ( processors )
updates is an empty dictionary.,updates = dict ( )
"call the function get_standard_processors, append processors to the result, for every processor is the result,",for processor in get_standard_processors ( ) + processors :
"call the function processor with an argument request, update updates dictionary with the result.",updates . update ( processor ( request ) )
update self dictionary with updates.,self . update ( updates )
"from django.template.base import Lexer, Parser, tag_re, NodeList, VariableNode and TemplateSyntaxError into default name space.","from django . template . base import Lexer , Parser , tag_re , NodeList , VariableNode , TemplateSyntaxError"
from django.utils.encoding import force_text into default name space.,from django . utils . encoding import force_text
from django.utils.html import escape into default name space.,from django . utils . html import escape
from django.utils.safestring import SafeData and EscapeData into default name space.,"from django . utils . safestring import SafeData , EscapeData"
from django.utils.formats import localize into default name space.,from django . utils . formats import localize
from django.utils.timezone import template_localtime into default name space.,from django . utils . timezone import template_localtime
derive the class DebugLexer from the Lexer base class.,class DebugLexer ( Lexer ) :
"define the method __init__ with 3 arguments: self, template_string and origin.","def __init__ ( self , template_string , origin ) :"
"call the method __init__ from the base class of the class DebugLexer, with 2 arguments: template_string and origin.","super ( DebugLexer , self ) . __init__ ( template_string , origin )"
define the method tokenize with an argument self.,def tokenize ( self ) :
"result is an empty list, upto is integer 0.","result , upto = [ ] , 0"
"call the method tag_re.finditer with an argument self.template_string, for every match in result,",for match in tag_re . finditer ( self . template_string ) :
"call the method match.span, substitute the result for start an end, respectively.","start , end = match . span ( )"
"if start is greater than upto,",if start > upto :
"call the method self.create_token with 3 arguments: self.template_string list elements from upto index to start index,","result . append ( self . create_token ( self . template_string [ upto : start ] , ( upto , start ) , False ) )"
"tuple with 2 elements: upto and start and boolean False, append the result to result. substitute start for upto.",upto = start
"call the method self.create_token with 3 arguments: self.template_string list elements from start index to end index,","result . append ( self . create_token ( self . template_string [ start : end ] , ( start , end ) , True ) )"
"tuple with 2 elements: start and end and boolean False, append the result to result. substitute end for upto.",upto = end
substitute elements of self.template_string list from upto index to the end for last_lit.,last_bit = self . template_string [ upto : ]
"if last_bit is true,",if last_bit :
"call the method self.create_token with 3 arguments: last_bit, tuple with 2 elements: upto and sum of upto and length of last_bit,","result . append ( self . create_token ( last_bit , ( upto , upto + len ( last_bit ) ) , False ) )"
"and boolean False, append the result to result. return result.",return result
"define the method create_token with 4 arguments: self, token_string, source and in_tag.","def create_token ( self , token_string , source , in_tag ) :"
"call the method create_token from the base class of the class DebugLexer, with 2 arguments: template_string and in_tag,","token = super ( DebugLexer , self ) . create_token ( token_string , in_tag )"
"substitute the result for token. assign self.origin, source to token.source.","token . source = self . origin , source"
return token.,return token
derive the class DebugParser from the Parser base class.,class DebugParser ( Parser ) :
define the method __init__ with 2 arguments: self and lexer.,"def __init__ ( self , lexer ) :"
"call the method __init__ with an argument lexer, from the base class of the class DebugParser.","super ( DebugParser , self ) . __init__ ( lexer )"
self.command_stack is an empty list.,self . command_stack = [ ]
"define the method enter_command with 3 arguments: self, command and token.","def enter_command ( self , command , token ) :"
"append tuple with 2 elements: command and token.source, append the result to self.command_stack.","self . command_stack . append ( ( command , token . source ) )"
define the method exit_command with an argument self.,def exit_command ( self ) :
remove first element from self.command_stack.,self . command_stack . pop ( )
"define the method error with 3 arguments: self, token and msg.","def error ( self , token , msg ) :"
"call the method self.source_error with 2 arguments: token.source and msg, return the result.","return self . source_error ( token . source , msg )"
